NAME,YEAR,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE,NPOPCHG,BIRTHS,DEATHS,NATURALINC,INTERNATIONALMIG,DOMESTICMIG,NETMIG,RESIDUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic City-Hammonton NJ 2013,2013,Metropolitan Statistical Area,,,276167,601,3372,2574,798,1507,-1648,-141,-56
Auburn-Opelika AL 2013,2013,Metropolitan Statistical Area,,,151708,3668,1808,1043,765,624,2221,2845,58
Augusta-Richmond County GA-SC 2013,2013,Metropolitan Statistical Area,,,580230,3475,7158,5240,1918,959,366,1325,232
Austin-Round Rock TX 2013,2013,Metropolitan Statistical Area,,,1885803,49654,25421,9013,16408,6386,26768,33154,92
Bakersfield CA 2013,2013,Metropolitan Statistical Area,,,865923,9421,14741,5727,9014,1816,-1266,550,-143
Baltimore-Columbia-Towson MD 2013,2013,Metropolitan Statistical Area,,,2774050,17819,33688,24099,9589,9708,-1513,8195,35
Bangor ME 2013,2013,Metropolitan Statistical Area,,,153479,-133,1444,1528,-84,160,-289,-129,80
Barnstable Town MA 2013,2013,Metropolitan Statistical Area,,,214836,-9,1559,2816,-1257,348,699,1047,201
Baton Rouge LA 2013,2013,Metropolitan Statistical Area,,,820409,5416,11050,6723,4327,1307,-312,995,94
Battle Creek MI 2013,2013,Metropolitan Statistical Area,,,134830,70,1694,1452,242,202,-423,-221,49
Bay City MI 2013,2013,Metropolitan Statistical Area,,,106936,-148,1063,1121,-58,42,-137,-95,5
Beaumont-Port Arthur TX 2013,2013,Metropolitan Statistical Area,,,405424,1592,5496,4114,1382,587,-376,211,-1
Beckley WV 2013,2013,Metropolitan Statistical Area,,,124196,-824,1511,1699,-188,93,-756,-663,27
Bellingham WA 2013,2013,Metropolitan Statistical Area,,,206248,1421,2261,1577,684,336,375,711,26
Bend-Redmond OR 2013,2013,Metropolitan Statistical Area,,,165955,4209,1686,1339,347,-9,4114,4105,-243
Billings MT 2013,2013,Metropolitan Statistical Area,,,165222,2383,2058,1470,588,49,1609,1658,137
Binghamton NY 2013,2013,Metropolitan Statistical Area,,,248362,-643,2573,2529,44,492,-1162,-670,-17
Birmingham-Hoover AL 2013,2013,Metropolitan Statistical Area,,,1139556,5259,14446,11346,3100,1225,1095,2320,-161
Bismarck ND 2013,2013,Metropolitan Statistical Area,,,123993,3700,1793,996,797,24,2829,2853,50
Blacksburg-Christiansburg-Radford VA 2013,2013,Metropolitan Statistical Area,,,180952,1394,1731,1506,225,762,470,1232,-63
Bloomington IL 2013,2013,Metropolitan Statistical Area,,,191294,2384,2369,1340,1029,589,736,1325,30
Bloomington IN 2013,2013,Metropolitan Statistical Area,,,163190,538,1507,1092,415,945,-846,99,24
Bloomsburg-Berwick PA 2013,2013,Metropolitan Statistical Area,,,85674,259,878,890,-12,165,109,274,-3
Boise City ID 2013,2013,Metropolitan Statistical Area,,,650457,12806,8644,4163,4481,923,7723,8646,-321
Boston-Cambridge-Newton MA-NH 2013,2013,Metropolitan Statistical Area,,,4698049,47381,52291,34876,17415,29173,1430,30603,-637
Boston MA 2013,2013,Metropolitan Division,,,1952438,21109,22090,14529,7561,13319,586,13905,-357
Cambridge-Newton-Framingham MA 2013,2013,Metropolitan Division,,,2322224,25269,26371,17271,9100,15505,1044,16549,-380
Rockingham County-Strafford County NH 2013,2013,Metropolitan Division,,,423387,1003,3830,3076,754,349,-200,149,100
Boulder CO 2013,2013,Metropolitan Statistical Area,,,310396,4913,2979,1694,1285,912,2746,3658,-30
Bowling Green KY 2013,2013,Metropolitan Statistical Area,,,163841,1489,2021,1348,673,509,340,849,-33
Bremerton-Silverdale WA 2013,2013,Metropolitan Statistical Area,,,253205,-1454,2858,1971,887,434,-2962,-2528,187
Bridgeport-Stamford-Norwalk CT 2013,2013,Metropolitan Statistical Area,,,942119,6829,10042,6667,3375,6129,-1941,4188,-734
Brownsville-Harlingen TX 2013,2013,Metropolitan Statistical Area,,,418217,2169,7372,2494,4878,707,-3717,-3010,301
Brunswick GA 2013,2013,Metropolitan Statistical Area,,,114012,575,1440,1128,312,108,125,233,30
Buffalo-Cheektowaga-Niagara Falls NY 2013,2013,Metropolitan Statistical Area,,,1136153,1086,12171,11725,446,3219,-2128,1091,-451
Burlington NC 2013,2013,Metropolitan Statistical Area,,,154685,1013,1774,1578,196,144,569,713,104
Burlington-South Burlington VT 2013,2013,Metropolitan Statistical Area,,,215072,1198,2217,1409,808,467,-86,381,9
California-Lexington Park MD 2013,2013,Metropolitan Statistical Area,,,109484,485,1392,798,594,196,-316,-120,11
Canton-Massillon OH 2013,2013,Metropolitan Statistical Area,,,403493,89,4346,4221,125,236,-105,131,-167
Cape Coral-Fort Myers FL 2013,2013,Metropolitan Statistical Area,,,661336,16348,6352,6219,133,2906,13521,16427,-212
Cape Girardeau MO-IL 2013,2013,Metropolitan Statistical Area,,,97617,382,1135,904,231,116,23,139,12
Carbondale-Marion IL 2013,2013,Metropolitan Statistical Area,,,127069,85,1426,1154,272,326,-467,-141,-46
Carson City NV 2013,2013,Metropolitan Statistical Area,,,54061,-517,576,649,-73,4,-503,-499,55
Casper WY 2013,2013,Metropolitan Statistical Area,,,81143,2457,1138,688,450,43,1941,1984,23
Cedar Rapids IA 2013,2013,Metropolitan Statistical Area,,,262348,662,3193,2041,1152,332,-759,-427,-63
Chambersburg-Waynesboro PA 2013,2013,Metropolitan Statistical Area,,,152191,602,1770,1453,317,214,-37,177,108
Champaign-Urbana IL 2013,2013,Metropolitan Statistical Area,,,236015,1501,2647,1580,1067,1910,-1478,432,2
Charleston WV 2013,2013,Metropolitan Statistical Area,,,224683,-1117,2556,2838,-282,72,-777,-705,-130
Charleston-North Charleston SC 2013,2013,Metropolitan Statistical Area,,,712081,14646,9189,5099,4090,1161,8918,10079,477
Charlotte-Concord-Gastonia NC-SC 2013,2013,Metropolitan Statistical Area,,,2337339,41460,29395,17371,12024,5709,22501,28210,1226
Charlottesville VA 2013,2013,Metropolitan Statistical Area,,,224778,1627,2441,1684,757,877,16,893,-23
Chattanooga TN-GA 2013,2013,Metropolitan Statistical Area,,,542161,4164,6320,5357,963,598,2592,3190,11
Cheyenne WY 2013,2013,Metropolitan Statistical Area,,,96015,1166,1272,733,539,129,448,577,50
Chicago-Naperville-Elgin IL-IN-WI 2013,2013,Metropolitan Statistical Area,,,9544796,25480,119903,69487,50416,27216,-49798,-22582,-2354
Chicago-Naperville-Arlington Heights IL 2013,2013,Metropolitan Division,,,7338906,21376,93895,53425,40470,23951,-40294,-16343,-2751
Elgin IL 2013,2013,Metropolitan Division,,,629079,2543,7903,3834,4069,877,-2723,-1846,320
Gary IN 2013,2013,Metropolitan Division,,,705290,-1095,8206,6596,1610,398,-2904,-2506,-199
Lake County-Kenosha County IL-WI 2013,2013,Metropolitan Division,,,871521,2656,9899,5632,4267,1990,-3877,-1887,276
Chico CA 2013,2013,Metropolitan Statistical Area,,,222420,1141,2377,2275,102,269,606,875,164
Cincinnati OH-KY-IN 2013,2013,Metropolitan Statistical Area,,,2138536,8750,27767,18340,9427,3604,-3833,-229,-448
Clarksville TN-KY 2013,2013,Metropolitan Statistical Area,,,273453,-2069,5266,1948,3318,1242,-6781,-5539,152
Cleveland TN 2013,2013,Metropolitan Statistical Area,,,118537,807,1304,1134,170,119,473,592,45
Cleveland-Elyria OH 2013,2013,Metropolitan Statistical Area,,,2065328,758,22964,20509,2455,3960,-4794,-834,-863
Coeur d'Alene ID 2013,2013,Metropolitan Statistical Area,,,144357,2060,1739,1190,549,46,1562,1608,-97
College Station-Bryan TX 2013,2013,Metropolitan Statistical Area,,,238245,3872,3008,1271,1737,1512,587,2099,36
Colorado Springs CO 2013,2013,Metropolitan Statistical Area,,,678711,9611,9292,4255,5037,1865,2419,4284,290
Columbia MO 2013,2013,Metropolitan Statistical Area,,,170929,2337,2160,1043,1117,661,468,1129,91
Columbia SC 2013,2013,Metropolitan Statistical Area,,,792422,8143,9405,6461,2944,1632,3168,4800,399
Columbus GA-AL 2013,2013,Metropolitan Statistical Area,,,317126,5415,4665,2672,1993,932,2374,3306,116
Columbus IN 2013,2013,Metropolitan Statistical Area,,,79549,646,1082,668,414,257,-35,222,10
Columbus OH 2013,2013,Metropolitan Statistical Area,,,1969032,23373,26914,15033,11881,5351,6092,11443,49
Corpus Christi TX 2013,2013,Metropolitan Statistical Area,,,443448,6436,6131,3782,2349,761,3316,4077,10
Corvallis OR 2013,2013,Metropolitan Statistical Area,,,85960,-420,711,518,193,383,-1023,-640,27
Crestview-Fort Walton Beach-Destin FL 2013,2013,Metropolitan Statistical Area,,,253309,5597,3360,2167,1193,756,3642,4398,6
Cumberland MD-WV 2013,2013,Metropolitan Statistical Area,,,101238,-578,993,1224,-231,48,-383,-335,-12
Dallas-Fort Worth-Arlington TX 2013,2013,Metropolitan Statistical Area,,,6823113,113047,96576,40187,56389,24332,33313,57645,-987
Dallas-Plano-Irving TX 2013,2013,Metropolitan Division,,,4511487,78647,64229,25125,39104,18155,22771,40926,-1383
Fort Worth-Arlington TX 2013,2013,Metropolitan Division,,,2311626,34400,32347,15062,17285,6177,10542,16719,396
Dalton GA 2013,2013,Metropolitan Statistical Area,,,142385,-196,1897,1187,710,104,-1066,-962,56
Danville IL 2013,2013,Metropolitan Statistical Area,,,80418,-346,1061,909,152,24,-466,-442,-56
Daphne-Fairhope-Foley AL 2013,2013,Metropolitan Statistical Area,,,195443,4882,2162,1912,250,284,4244,4528,104
Davenport-Moline-Rock Island IA-IL 2013,2013,Metropolitan Statistical Area,,,383230,1091,4650,3576,1074,534,-458,76,-59
Dayton OH 2013,2013,Metropolitan Statistical Area,,,801645,-589,9560,7950,1610,1523,-3736,-2213,14
Decatur AL 2013,2013,Metropolitan Statistical Area,,,153199,-634,1762,1598,164,112,-937,-825,27
Decatur IL 2013,2013,Metropolitan Statistical Area,,,109435,-608,1368,1190,178,84,-853,-769,-17
Deltona-Daytona Beach-Ormond Beach FL 2013,2013,Metropolitan Statistical Area,,,601151,5549,5431,7632,-2201,1183,6276,7459,291
Denver-Aurora-Lakewood CO 2013,2013,Metropolitan Statistical Area,,,2699750,51970,34959,16525,18434,6229,26612,32841,695
Des Moines-West Des Moines IA 2013,2013,Metropolitan Statistical Area,,,600086,10633,8717,4129,4588,1537,4418,5955,90
Detroit-Warren-Dearborn MI 2013,2013,Metropolitan Statistical Area,,,4295394,2482,50115,38844,11271,11186,-18601,-7415,-1374
Detroit-Dearborn-Livonia MI 2013,2013,Metropolitan Division,,,1775703,-17067,23389,17075,6314,4062,-25555,-21493,-1888
Warren-Troy-Farmington Hills MI 2013,2013,Metropolitan Division,,,2519691,19549,26726,21769,4957,7124,6954,14078,514
Dothan AL 2013,2013,Metropolitan Statistical Area,,,147592,-26,1727,1653,74,63,-152,-89,-11
Dover DE 2013,2013,Metropolitan Statistical Area,,,169562,1896,2195,1543,652,416,892,1308,-64
Dubuque IA 2013,2013,Metropolitan Statistical Area,,,95912,765,1191,882,309,80,362,442,14
Duluth MN-WI 2013,2013,Metropolitan Statistical Area,,,279942,328,2873,2831,42,225,28,253,33
Durham-Chapel Hill NC 2013,2013,Metropolitan Statistical Area,,,533622,8596,6519,3576,2943,2217,3316,5533,120
East Stroudsburg PA 2013,2013,Metropolitan Statistical Area,,,167130,-1335,1443,1385,58,197,-1558,-1361,-32
Eau Claire WI 2013,2013,Metropolitan Statistical Area,,,164903,1012,1860,1272,588,94,275,369,55
El Centro CA 2013,2013,Metropolitan Statistical Area,,,177517,74,3059,915,2144,269,-2442,-2173,103
Elizabethtown-Fort Knox KY 2013,2013,Metropolitan Statistical Area,,,151395,982,1986,1217,769,395,-193,202,11
Elkhart-Goshen IN 2013,2013,Metropolitan Statistical Area,,,200591,1355,3026,1520,1506,140,-262,-122,-29
Elmira NY 2013,2013,Metropolitan Statistical Area,,,88485,-746,1036,943,93,78,-989,-911,72
El Paso TX 2013,2013,Metropolitan Statistical Area,,,834630,153,13715,4811,8904,2258,-11437,-9179,428
Erie PA 2013,2013,Metropolitan Statistical Area,,,279760,-1041,3081,2772,309,439,-1750,-1311,-39
Eugene OR 2013,2013,Metropolitan Statistical Area,,,355661,1180,3485,3270,215,692,91,783,182
Evansville IN-KY 2013,2013,Metropolitan Statistical Area,,,314429,1131,3848,3128,720,218,277,495,-84
Fairbanks AK 2013,2013,Metropolitan Statistical Area,,,100807,580,1644,448,1196,399,-905,-506,-110
Fargo ND-MN 2013,2013,Metropolitan Statistical Area,,,223853,6801,3206,1356,1850,709,4156,4865,86
Farmington NM 2013,2013,Metropolitan Statistical Area,,,126448,-1919,1861,993,868,25,-2903,-2878,91
Fayetteville NC 2013,2013,Metropolitan Statistical Area,,,377619,4053,6672,2711,3961,1843,-1902,-59,151
Fayetteville-Springdale-Rogers AR-MO 2013,2013,Metropolitan Statistical Area,,,492375,9346,7071,3250,3821,1430,3933,5363,162
Flagstaff AZ 2013,2013,Metropolitan Statistical Area,,,136690,741,1680,751,929,124,-375,-251,63
Flint MI 2013,2013,Metropolitan Statistical Area,,,415623,-2435,4874,4360,514,256,-3408,-3152,203
Florence SC 2013,2013,Metropolitan Statistical Area,,,206380,155,2572,2285,287,134,-201,-67,-65
Florence-Muscle Shoals AL 2013,2013,Metropolitan Statistical Area,,,147273,106,1539,1832,-293,92,279,371,28
Fond du Lac WI 2013,2013,Metropolitan Statistical Area,,,101648,-54,1106,887,219,82,-372,-290,17
Fort Collins CO 2013,2013,Metropolitan Statistical Area,,,316494,5659,3390,1971,1419,407,3739,4146,94
Fort Smith AR-OK 2013,2013,Metropolitan Statistical Area,,,279930,-774,3714,2984,730,146,-1667,-1521,17
Fort Wayne IN 2013,2013,Metropolitan Statistical Area,,,424570,2790,6007,3415,2592,854,-625,229,-31
Fresno CA 2013,2013,Metropolitan Statistical Area,,,956102,7862,15933,6641,9292,2088,-3764,-1676,246
Gadsden AL 2013,2013,Metropolitan Statistical Area,,,103962,-362,1152,1352,-200,63,-199,-136,-26
Gainesville FL 2013,2013,Metropolitan Statistical Area,,,270216,1631,3023,2004,1019,1362,-896,466,146
Gainesville GA 2013,2013,Metropolitan Statistical Area,,,187759,2675,2467,1312,1155,277,1370,1647,-127
Gettysburg PA 2013,2013,Metropolitan Statistical Area,,,101457,-81,1032,990,42,59,-270,-211,88
Glens Falls NY 2013,2013,Metropolitan Statistical Area,,,127898,-578,1154,1257,-103,48,-534,-486,11
Goldsboro NC 2013,2013,Metropolitan Statistical Area,,,124596,92,1750,1114,636,338,-874,-536,-8
Grand Forks ND-MN 2013,2013,Metropolitan Statistical Area,,,101014,1800,1363,797,566,344,832,1176,58
Grand Island NE 2013,2013,Metropolitan Statistical Area,,,84187,725,1212,705,507,351,-131,220,-2
Grand Junction CO 2013,2013,Metropolitan Statistical Area,,,147699,-25,1853,1418,435,66,-617,-551,91
Grand Rapids-Wyoming MI 2013,2013,Metropolitan Statistical Area,,,1017247,11116,13659,7169,6490,1538,2593,4131,495
Grants Pass OR 2013,2013,Metropolitan Statistical Area,,,83271,489,832,1151,-319,7,700,707,101
Great Falls MT 2013,2013,Metropolitan Statistical Area,,,82404,639,1184,779,405,168,33,201,33
Greeley CO 2013,2013,Metropolitan Statistical Area,,,270560,6371,3907,1557,2350,314,3540,3854,167
Green Bay WI 2013,2013,Metropolitan Statistical Area,,,312573,1521,3965,2229,1736,407,-687,-280,65
Greensboro-High Point NC 2013,2013,Metropolitan Statistical Area,,,741314,5448,8769,6616,2153,1650,1237,2887,408
Greenville NC 2013,2013,Metropolitan Statistical Area,,,174351,1456,2164,1167,997,228,192,420,39
Greenville-Anderson-Mauldin SC 2013,2013,Metropolitan Statistical Area,,,850406,8369,10339,7875,2464,1501,3821,5322,583
Gulfport-Biloxi-Pascagoula MS 2013,2013,Metropolitan Statistical Area,,,382458,3488,4724,3537,1187,747,1512,2259,42
Hagerstown-Martinsburg MD-WV 2013,2013,Metropolitan Statistical Area,,,257950,1726,3184,2418,766,303,561,864,96
Hammond LA 2013,2013,Metropolitan Statistical Area,,,125508,1741,1922,1188,734,114,828,942,65
Hanford-Corcoran CA 2013,2013,Metropolitan Statistical Area,,,150862,-478,2396,788,1608,377,-2458,-2081,-5
Harrisburg-Carlisle PA 2013,2013,Metropolitan Statistical Area,,,557906,3079,6540,4945,1595,1459,90,1549,-65
Harrisonburg VA 2013,2013,Metropolitan Statistical Area,,,129233,634,1391,928,463,446,-318,128,43
Hartford-West Hartford-East Hartford CT 2013,2013,Metropolitan Statistical Area,,,1215943,800,11960,10202,1758,5512,-5828,-316,-642
Hattiesburg MS 2013,2013,Metropolitan Statistical Area,,,147846,1133,2060,1206,854,117,125,242,37
Hickory-Lenoir-Morganton NC 2013,2013,Metropolitan Statistical Area,,,363373,-338,3727,3841,-114,290,-640,-350,126
Hilton Head Island-Bluffton-Beaufort SC 2013,2013,Metropolitan Statistical Area,,,198279,4524,2377,1607,770,686,3194,3880,-126
Hinesville GA 2013,2013,Metropolitan Statistical Area,,,80698,-854,1689,390,1299,417,-2657,-2240,87
Homosassa Springs FL 2013,2013,Metropolitan Statistical Area,,,139134,-156,1026,2410,-1384,89,938,1027,201
Hot Springs AR 2013,2013,Metropolitan Statistical Area,,,97065,228,1124,1323,-199,17,686,703,-276
Houma-Thibodaux LA 2013,2013,Metropolitan Statistical Area,,,209963,1107,2690,1856,834,269,-7,262,11
Houston-The Woodlands-Sugar Land TX 2013,2013,Metropolitan Statistical Area,,,6333809,146886,93785,36355,57430,31910,56747,88657,799
Huntington-Ashland WV-KY-OH 2013,2013,Metropolitan Statistical Area,,,364189,-755,4195,4118,77,161,-837,-676,-156
Huntsville AL 2013,2013,Metropolitan Statistical Area,,,435997,5766,4981,3431,1550,658,3288,3946,270
Idaho Falls ID 2013,2013,Metropolitan Statistical Area,,,137046,787,2464,939,1525,56,-850,-794,56
Indianapolis-Carmel-Anderson IN 2013,2013,Metropolitan Statistical Area,,,1953146,24363,26557,15145,11412,4340,8948,13288,-337
Iowa City IA 2013,2013,Metropolitan Statistical Area,,,161829,2995,2066,868,1198,910,842,1752,45
Ithaca NY 2013,2013,Metropolitan Statistical Area,,,104368,1324,966,617,349,1105,-123,982,-7
Jackson MI 2013,2013,Metropolitan Statistical Area,,,159909,-247,1755,1598,157,110,-542,-432,28
Jackson MS 2013,2013,Metropolitan Statistical Area,,,577219,320,7477,5113,2364,517,-2348,-1831,-213
Jackson TN 2013,2013,Metropolitan Statistical Area,,,130718,340,1665,1257,408,80,-141,-61,-7
Jacksonville FL 2013,2013,Metropolitan Statistical Area,,,1396046,17212,17597,12019,5578,3819,7460,11279,355
Jacksonville NC 2013,2013,Metropolitan Statistical Area,,,185669,1781,4503,933,3570,1532,-3432,-1900,111
Janesville-Beloit WI 2013,2013,Metropolitan Statistical Area,,,160633,362,1878,1432,446,50,-98,-48,-36
Jefferson City MO 2013,2013,Metropolitan Statistical Area,,,150638,272,1829,1208,621,152,-443,-291,-58
Johnson City TN 2013,2013,Metropolitan Statistical Area,,,200969,445,2091,2228,-137,110,354,464,118
Johnstown PA 2013,2013,Metropolitan Statistical Area,,,138900,-2631,1328,1776,-448,64,-2296,-2232,49
Jonesboro AR 2013,2013,Metropolitan Statistical Area,,,125869,1641,1745,1149,596,138,873,1011,34
Joplin MO 2013,2013,Metropolitan Statistical Area,,,175209,764,2405,1764,641,170,-28,142,-19
Kahului-Wailuku-Lahaina HI 2013,2013,Metropolitan Statistical Area,,,160880,2359,2020,1166,854,712,697,1409,96
Kalamazoo-Portage MI 2013,2013,Metropolitan Statistical Area,,,332557,2287,4087,2635,1452,606,170,776,59
Kankakee IL 2013,2013,Metropolitan Statistical Area,,,112193,-733,1331,1094,237,86,-1085,-999,29
Kansas City MO-KS 2013,2013,Metropolitan Statistical Area,,,2055351,16138,27814,16133,11681,3601,733,4334,123
Kennewick-Richland WA 2013,2013,Metropolitan Statistical Area,,,271067,2840,4147,1591,2556,343,-137,206,78
Killeen-Temple TX 2013,2013,Metropolitan Statistical Area,,,423282,2918,7638,2536,5102,2030,-4337,-2307,123
Kingsport-Bristol-Bristol TN-VA 2013,2013,Metropolitan Statistical Area,,,308356,-516,3099,3810,-711,62,36,98,97
Kingston NY 2013,2013,Metropolitan Statistical Area,,,180848,-860,1539,1535,4,354,-1164,-810,-54
Knoxville TN 2013,2013,Metropolitan Statistical Area,,,851951,4134,9462,8692,770,780,2324,3104,260
Kokomo IN 2013,2013,Metropolitan Statistical Area,,,82961,-12,1032,906,126,79,-201,-122,-16
La Crosse-Onalaska WI-MN 2013,2013,Metropolitan Statistical Area,,,136156,509,1432,1125,307,156,12,168,34
Lafayette LA 2013,2013,Metropolitan Statistical Area,,,479763,5543,6808,4149,2659,788,2033,2821,63
Lafayette-West Lafayette IN 2013,2013,Metropolitan Statistical Area,,,209769,2659,2683,1343,1340,1403,-58,1345,-26
Lake Charles LA 2013,2013,Metropolitan Statistical Area,,,202461,1185,2842,1943,899,234,114,348,-62
Lake Havasu City-Kingman AZ 2013,2013,Metropolitan Statistical Area,,,202855,-319,1750,2638,-888,9,293,302,267
Lakeland-Winter Haven FL 2013,2013,Metropolitan Statistical Area,,,623159,7395,7281,6187,1094,2660,3051,5711,590
Lancaster PA 2013,2013,Metropolitan Statistical Area,,,530122,3356,6996,4806,2190,1210,-405,805,361
Lansing-East Lansing MI 2013,2013,Metropolitan Statistical Area,,,468348,1682,5243,3567,1676,2116,-2156,-40,46
Laredo TX 2013,2013,Metropolitan Statistical Area,,,263772,3786,5471,1244,4227,678,-1197,-519,78
Las Cruces NM 2013,2013,Metropolitan Statistical Area,,,213697,-511,2947,1438,1509,139,-2264,-2125,105
Las Vegas-Henderson-Paradise NV 2013,2013,Metropolitan Statistical Area,,,2029316,30670,26181,14598,11583,7344,10886,18230,857
Lawrence KS 2013,2013,Metropolitan Statistical Area,,,114803,1464,1239,651,588,621,235,856,20
